,X,tracks,track_id,popularity,artist,artist_full,artist_id,album,album_id,user_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,display_name,user_followers,artist.1,genres,artist_id.1,artist_popularity,artist_followers,year
46,46,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.85,Lauv,Lauv,5JZ7CnR6gTvEMKX4g70Amv,I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,12153873361,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437,4,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,Ma Adelle Gia Arbo,33,Calix,pinoy trap,3gEaOQBVDqW6dRJtFap8pi,28,6170,2019
47,47,Soldier,00f9VGHfQhAHMCQ2bSjg3D,0.62,James TW,James TW,0B3N0ZINFWvizfa8bKiz4v,Chapters,3GNzXsFbzdwM0WKCZtgeNP,12153873361,0.496,0.639,6,-6.157,1,0.055,0.28,0,0.0975,0.305,147.764,224720,4,spotify:track:00f9VGHfQhAHMCQ2bSjg3D,https://api.spotify.com/v1/audio-analysis/00f9VGHfQhAHMCQ2bSjg3D,Ma Adelle Gia Arbo,33,Eraserheads,"opm,pinoy reggae,pinoy rock",7374lH6kwx9uQATYQ9H3Cp,64,2305674,2019
48,48,It's You,6moU77g9RQyMzHNuKEaQKq,0.06,Ali Gatie,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,It's You,40vQONzvJb6sKejDN3eWza,12153873361,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,4,spotify:track:6moU77g9RQyMzHNuKEaQKq,https://api.spotify.com/v1/audio-analysis/6moU77g9RQyMzHNuKEaQKq,Ma Adelle Gia Arbo,33,BLKD,"pinoy alternative rap,pinoy hip hop",4I1iKyF3JdZ8sR9RHdGFfJ,23,6462,2019
49,49,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2,0.7,Jack & Jack,Jack & Jack,1INuLZXjjVbcJRyWvD1iSq,A Good Friend Is Nice,0mjAkDF5xXelx7EOUthdRk,12153873361,0.7,0.748,1,-6.044,1,0.0434,0.127,0,0.0941,0.631,111.939,182920,4,spotify:track:4cZ3UsiKd1kUQIaq4BFIj2,https://api.spotify.com/v1/audio-analysis/4cZ3UsiKd1kUQIaq4BFIj2,Ma Adelle Gia Arbo,33,Bullet Dumas,"pinoy indie,pinoy rock",1hFH6NZJrhl0Un65IZxlZH,26,27083,2019
50,50,"fuck, i'm lonely",322tcqPhma7F6hfCeLisx0,0.04,Lauv,Lauv feat. Anne-Marie,5JZ7CnR6gTvEMKX4g70Amv,"fuck, i'm lonely",60sI3iRfHfu7YpcTpZ29W1,12153873361,0.806,0.558,9,-6.46,1,0.0683,0.482,0,0.0618,0.678,95.016,198973,4,spotify:track:322tcqPhma7F6hfCeLisx0,https://api.spotify.com/v1/audio-analysis/322tcqPhma7F6hfCeLisx0,Ma Adelle Gia Arbo,33,Etta James,"adult standards,jazz blues,soul,soul blues,torch song,vocal jazz",0iOVhN3tnSvgDbcg25JoJb,70,1274469,2019
51,51,How Long Will I Love You,74RjCYWXEq02lyMumMTKDI,0.52,Jon Boden,Jon Boden feat. Sam Sweeney feat. Ben Coleman,3BApgOPiuES6zVJ78mKNGo,About Time,5GSdUC9xT8nv0NG7gXV8No,12153873361,0.519,0.528,7,-7.942,1,0.0298,0.448,0.135,0.239,0.537,122.027,166187,4,spotify:track:74RjCYWXEq02lyMumMTKDI,https://api.spotify.com/v1/audio-analysis/74RjCYWXEq02lyMumMTKDI,Ma Adelle Gia Arbo,33,Gary Valenciano,"classic opm,opm,papuri,pinoy praise",0RHiqaoRCsFLPeEuj3OQz4,57,768168,2019
52,52,Dance Monkey,5ZULALImTm80tzUbYQYM9d,0.77,Tones And I,Tones And I,2NjfBq1NflQcKSeiDooVjY,The Kids Are Coming,2pJXQvY0YeDvVJ9gMU9G7j,12153873361,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,spotify:track:5ZULALImTm80tzUbYQYM9d,https://api.spotify.com/v1/audio-analysis/5ZULALImTm80tzUbYQYM9d,Ma Adelle Gia Arbo,33,BROCKHAMPTON,"boy band,hip hop,pop,rap",1Bl6wpkWCQ4KVgnASpvzzA,74,1897510,2019
53,53,Girls Like You (feat. Cardi B) - Cardi B Version,6FRLCMO5TUHTexlWo8ym1W,0.74,Maroon 5,Maroon 5 feat. Cardi B,04gDigrS5kc9YWfZHwBETP,Girls Like You (feat. Cardi B),75iQSBSaztFIAun9qLLCnb,12153873361,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,spotify:track:6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,Ma Adelle Gia Arbo,33,BLKD,"pinoy alternative rap,pinoy hip hop",4I1iKyF3JdZ8sR9RHdGFfJ,23,6462,2019
54,54,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,0.66,Lennon Stella,Lennon Stella,1cZQSpDsxgKIX2yW5OR9Ot,"Love, me",3OIuzwZjpwUwyvFhSHYjj6,12153873361,0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,4,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,https://api.spotify.com/v1/audio-analysis/2YyvWje3cEYyqgYhNUIaBJ,Ma Adelle Gia Arbo,33,The Police,"album rock,art rock,classic rock,mellow gold,new wave,permanent wave,rock,soft rock",5NGO30tJxFlKixkPSgXcFE,77,4596205,2019
55,55,Panini,6fTt0CH2t0mdeB2N9XFG5r,0.69,Lil Nas X,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,7 EP,4IRiXE5NROxknUSAUSjMoO,12153873361,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893,4,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,Ma Adelle Gia Arbo,33,Modern English,"new romantic,new wave,new wave pop,post-punk,synthpop",0fYPQBOx0vsRMmjUba9HgF,53,132916,2019
56,56,Be Alright,5qrSlOut2rNAWv3ubArkNy,0.77,Dean Lewis,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,A Place We Knew,61G7KL6rpj167r6H4CzS8C,12153873361,0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,196493,4,spotify:track:5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,Ma Adelle Gia Arbo,33,Blackway,nyc rap,1QvK8bFc2WREH4LDlJcJbi,58,17569,2019
57,57,current location,3g6nGCEj7NK0KabxlfL9co,0.57,LANY,LANY,49tQo2QULno7gxHutgccqF,kinda,42jFcn7WDz3hkdkEUUQaM7,12153873361,0.584,0.718,7,-7.154,1,0.0403,0.523,0.00186,0.357,0.173,99.965,189011,4,spotify:track:3g6nGCEj7NK0KabxlfL9co,https://api.spotify.com/v1/audio-analysis/3g6nGCEj7NK0KabxlfL9co,Ma Adelle Gia Arbo,33,N.W.A.,"conscious hip hop,gangster rap,golden age hip hop,hardcore hip hop,hip hop,old school hip hop,rap,west coast rap",4EnEZVjo3w1cwcQYePccay,68,3797667,2019
58,58,Mine,7uzmGiiJyRfuViKKK3lVmR,0.78,Bazzi,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,COSMIC,5EEkfRgfYHiFu0lGur6Z6M,12153873361,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,4,spotify:track:7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,Ma Adelle Gia Arbo,33,Aaliyah,"contemporary r&b,dance pop,hip pop,pop,pop rap,r&b,urban contemporary",0urTpYCsixqZwgNTkPJOJ4,69,2984797,2019
59,59,Boo'd Up,0At2qAoaVjIwWNAqrscXli,0.72,Ella Mai,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,READY,3o09FMrUQ5TVBUYb6msCMi,12153873361,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,256064,4,spotify:track:0At2qAoaVjIwWNAqrscXli,https://api.spotify.com/v1/audio-analysis/0At2qAoaVjIwWNAqrscXli,Ma Adelle Gia Arbo,33,Young Thug,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap",50co4Is1HCEo8bhOyUWKpn,90,6792399,2019
60,60,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,0.82,Lil Nas X,Lil Nas X feat. Billy Ray Cyrus,7jVv8c5Fj3E9VhNjxT4snq,7 EP,4IRiXE5NROxknUSAUSjMoO,12153873361,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,Ma Adelle Gia Arbo,33,Fatima Rainey,,6HzXy1FnFAPyaNmyXuPJL3,37,1520,2019
61,61,Waiting,0TBFJanfWaByPIi3f7RR82,0,KIAN,KIAN,1TulCA2zO3YxAjQ7ZsvtDq,Waiting,7JiEShsTUo1L5o3rkeognS,12153873361,0.787,0.448,4,-7.671,0,0.0508,0.372,0,0.0779,0.471,138.03,215653,4,spotify:track:0TBFJanfWaByPIi3f7RR82,https://api.spotify.com/v1/audio-analysis/0TBFJanfWaByPIi3f7RR82,Ma Adelle Gia Arbo,33,Akira Akira,,4LdGTb93DvRRpPwwVfPkR2,17,749,2019
62,62,I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,0.79,Bazzi,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,Soul Searching,4ZKdRW0AH9sxV09NmWsTkW,12153873361,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,165714,4,spotify:track:4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,Ma Adelle Gia Arbo,33,Rico Blanco,"opm,pinoy indie,pinoy rock",6l880dxsvN2x5wiceaG6D0,55,380701,2019
63,63,ILYSB - STRIPPED,3Dkvp3L4w0uJFYfIPa8E9H,0.69,LANY,LANY,49tQo2QULno7gxHutgccqF,Make Out,4sldmS76FbpIaO2sEsZlBh,12153873361,0.661,0.393,5,-8.199,1,0.0554,0.546,0.000131,0.11,0.165,83.851,244820,4,spotify:track:3Dkvp3L4w0uJFYfIPa8E9H,https://api.spotify.com/v1/audio-analysis/3Dkvp3L4w0uJFYfIPa8E9H,Ma Adelle Gia Arbo,33,MF DOOM,"alternative hip hop,east coast hip hop,hip hop,rap",2pAWfrd7WFF3XhVt9GooDL,75,1108050,2019
64,64,"10,000 Reasons (Bless The Lord) - Live",0fxpHpK3aw2nFWII6yveDD,0.67,Matt Redman,Matt Redman,0bz9hDpUbAw5JElgEiuIYZ,"10,000 Reasons (Live)",0av22wHGgPZRC0BkGrnVVJ,12153873361,0.431,0.485,7,-8.085,1,0.0274,0.452,0,0.544,0.367,145.22,342493,4,spotify:track:0fxpHpK3aw2nFWII6yveDD,https://api.spotify.com/v1/audio-analysis/0fxpHpK3aw2nFWII6yveDD,Ma Adelle Gia Arbo,33,Joji,"alternative r&b,viral pop",3MZsBdqDrRTJihTHQrO6Dq,84,5214065,2019
65,65,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,0.09,blackbear,blackbear,2cFrymmkijnjDg9SS92EPM,hot girl bummer,37CqAwxTungNxKpIK5vSgE,12153873361,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/audio-analysis/7aiClxsDWFRQ0Kzk5KI5ku,Ma Adelle Gia Arbo,33,Ella Fitzgerald,"adult standards,jazz blues,swing,vocal jazz",5V0MlUE1Bft0mbLlND7FJz,78,2085085,2019
66,66,Best Part of Me (feat. YEBBA),5ug4vqGZ3eisGhY1IsziNX,0.69,Ed Sheeran,Ed Sheeran feat. Yebba,6eUKZXaKkcviH0Ku9w2n3V,Best Part of Me (feat. YEBBA),6Z5DhADmyybfKNdymaPLjB,12153873361,0.565,0.242,2,-8.367,1,0.0318,0.762,9.30E-06,0.285,0.237,81.657,243267,4,spotify:track:5ug4vqGZ3eisGhY1IsziNX,https://api.spotify.com/v1/audio-analysis/5ug4vqGZ3eisGhY1IsziNX,Ma Adelle Gia Arbo,33,Drake,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",3TVXtAsR1Inumwj472S9r4,98,59431303,2019
67,67,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,0.71,Lukas Graham,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,Love Someone,0JcMyAnJRTisEjYf9xEwkf,12153873361,0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065,205463,4,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,https://api.spotify.com/v1/audio-analysis/2JqnpexlO9dmvjUMCaLCLJ,Ma Adelle Gia Arbo,33,The Smiths,"madchester,new wave,permanent wave,rock,uk post-punk",3yY2gUcIsjMr8hjo51PoJ8,75,2882153,2019
68,68,Liar,7LzouaWGFCy4tkXDOOnEyM,0.69,Camila Cabello,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Liar,3xgS4rfthlsvhW7J2WLiiR,12153873361,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,spotify:track:7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/audio-analysis/7LzouaWGFCy4tkXDOOnEyM,Ma Adelle Gia Arbo,33,Hale,"opm,pinoy reggae,pinoy rock",6Ww3OMFzCaO33ulKh1LBFN,61,691132,2019
69,69,Easier,4tNXntkAzQ5A2dfYRYGIIQ,0.03,5 Seconds of Summer,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,Easier,0puSqXoH0dMgimvyi5slCt,12153873361,0.505,0.428,5,-5.604,1,0.221,0.489,0,0.0977,0.618,175.813,157493,4,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,https://api.spotify.com/v1/audio-analysis/4tNXntkAzQ5A2dfYRYGIIQ,Ma Adelle Gia Arbo,33,Eraserheads,"opm,pinoy reggae,pinoy rock",7374lH6kwx9uQATYQ9H3Cp,64,2305674,2019
70,70,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.77,X Ambassadors,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,VHS,7A8fZ2jjiu5heq7wNCutKN,12153873361,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,Ma Adelle Gia Arbo,33,The Cure,"new wave,permanent wave,rock,uk post-punk",7bu3H8JO7d0UbMoVzbo70s,76,3467553,2019
71,71,Your Shirt,5vtyFzfLkCSJvXEZFjQAa1,0.32,Chelsea Cutler,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,Your Shirt,7snbuY5lclMPDpvdNmixPs,12153873361,0.426,0.476,2,-6.64,1,0.0741,0.185,0,0.327,0.169,179.793,232759,4,spotify:track:5vtyFzfLkCSJvXEZFjQAa1,https://api.spotify.com/v1/audio-analysis/5vtyFzfLkCSJvXEZFjQAa1,Ma Adelle Gia Arbo,33,Bob Dylan,"album rock,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter",74ASZWbe4lXaubB36ztrGX,75,5413261,2019
72,72,Graveyard,6V9fHiv84WlVTg7CSnIVY2,0.04,Halsey,Halsey,26VFTg2z8YR0cCuwLzESi2,Graveyard,66QwiCFDLtRbrZ5Vs9wlL9,12153873361,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043,181806,4,spotify:track:6V9fHiv84WlVTg7CSnIVY2,https://api.spotify.com/v1/audio-analysis/6V9fHiv84WlVTg7CSnIVY2,Ma Adelle Gia Arbo,33,Logic,"conscious hip hop,dmv rap,hip hop,pop rap,rap",4xRYI6VqpkE3UwrDrAZL8L,81,5571888,2019
73,73,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,0.69,Ellie Goulding,Ellie Goulding feat. Diplo feat. Swae Lee,0X2BH1fck6amBIoJhDVmmJ,Close To Me (feat. Swae Lee),4bLCVUEB9YWKEeaJm8FfqQ,12153873361,0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,182623,4,spotify:track:5JEx7HbmvHQQswJCsoo9rA,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,Ma Adelle Gia Arbo,33,REO Speedwagon,"album rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock,soft rock",55vs7NT1KxcFjbMC4y202E,67,1758675,2019
74,74,Fallin' All In You,5EYBryPOgIEPB7r5QIy6eG,0.76,Shawn Mendes,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,12153873361,0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038,235747,4,spotify:track:5EYBryPOgIEPB7r5QIy6eG,https://api.spotify.com/v1/audio-analysis/5EYBryPOgIEPB7r5QIy6eG,Ma Adelle Gia Arbo,33,Bill Withers,"funk,motown,quiet storm,soul",1ThoqLcyIYvZn7iWbj8fsj,75,1235549,2019
75,75,Real Peach,6p4mASLulKdpNFLxQhs0ff,0.6,Henry Jamison,Henry Jamison,2XdtmipGVPmA62ptDgX8QC,The Wilds,6mG8sVZlEsKwNZeSq8sMpA,12153873361,0.579,0.559,1,-7.338,1,0.0325,0.398,0.000206,0.0817,0.328,151.985,233289,4,spotify:track:6p4mASLulKdpNFLxQhs0ff,https://api.spotify.com/v1/audio-analysis/6p4mASLulKdpNFLxQhs0ff,Ma Adelle Gia Arbo,33,BROCKHAMPTON,"boy band,hip hop,pop,rap",1Bl6wpkWCQ4KVgnASpvzzA,74,1897510,2019
76,76,Sue Me,3WVhkjB7Y4xFruqoCAajBb,0.71,Sabrina Carpenter,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Singular Act I,29mlGxS6kxq1EHxlX1EAZK,12153873361,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04E-05,0.138,0.609,157.184,179227,4,spotify:track:3WVhkjB7Y4xFruqoCAajBb,https://api.spotify.com/v1/audio-analysis/3WVhkjB7Y4xFruqoCAajBb,Ma Adelle Gia Arbo,33,Tandems '91,pinoy indie,26M4OH74JFmRZ2qDJ77sif,26,9769,2019
77,77,i love you,6CcJMwBtXByIz4zQLzFkKc,0.82,Billie Eilish,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,12153873361,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,Ma Adelle Gia Arbo,33,Yano,"opm,pinoy rock",0Ye2PrcotA6HHlA85yzAJB,40,29545,2019
78,78,Memories,2b8fOow8UzyDFAE27YhOZM,0.37,Maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,Memories,3nR9B40hYLKLcR0Eph3Goc,12153873361,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,Ma Adelle Gia Arbo,33,Childish Gambino,"atl hip hop,hip hop,pop,pop rap,rap",73sIBHcqh3Z3NyqHKZ7FOL,80,8594349,2019
79,79,Nobody's Home,4OxyYXWVqfqkLIwzffmbLS,0.5,Mallrat,Mallrat feat. Basenji,4OSArit7O2Jaj4mgf3YN7A,Nobody's Home,1qjRI3NkRKoAkWrThH5Ueu,12153873361,0.623,0.643,11,-5.478,1,0.046,0.663,0.000101,0.103,0.535,111.01,216803,4,spotify:track:4OxyYXWVqfqkLIwzffmbLS,https://api.spotify.com/v1/audio-analysis/4OxyYXWVqfqkLIwzffmbLS,Ma Adelle Gia Arbo,33,Rivermaya,"opm,pinoy rock,pop rock",1ZTdxfZTeztyAgKUJVLxAI,59,1275838,2019
80,80,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,0.78,Shawn Mendes,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,12153873361,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360,4,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,https://api.spotify.com/v1/audio-analysis/2QZ7WLBE8h2y1Y5Fb8RYbH,Ma Adelle Gia Arbo,33,The Cure,"new wave,permanent wave,rock,uk post-punk",7bu3H8JO7d0UbMoVzbo70s,76,3467553,2019
81,81,Follow Me,6QfveeNg0cx7dAqqOXQt2Y,0,SŸDE,SŸDE feat. Evan Klar,2AgbDbAVnc4y7oB2QxISmJ,Follow Me,5pJzDmIi4hpObjxf6HuDnd,12153873361,0.716,0.474,6,-11.174,0,0.0407,0.277,0.00529,0.165,0.174,117.994,182581,4,spotify:track:6QfveeNg0cx7dAqqOXQt2Y,https://api.spotify.com/v1/audio-analysis/6QfveeNg0cx7dAqqOXQt2Y,Ma Adelle Gia Arbo,33,REO Speedwagon,"album rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock,soft rock",55vs7NT1KxcFjbMC4y202E,67,1758675,2019
82,82,Talk,0rTV5WefWd1J3OwIheTzxM,0.73,Khalid,Khalid feat. Disclosure,6LuN9FCkKOj5PcnpouEgny,Talk,58kvvQvx6OtLqEDhqYSzyM,12153873361,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4,spotify:track:0rTV5WefWd1J3OwIheTzxM,https://api.spotify.com/v1/audio-analysis/0rTV5WefWd1J3OwIheTzxM,Ma Adelle Gia Arbo,33,Adele,"british soul,pop,pop soul,uk pop",4dpARuHxo51G3z768sgnrY,96,32052140,2019
83,83,Super Far,15ahYSiHAIMxAnujlXVtta,0.67,LANY,LANY,49tQo2QULno7gxHutgccqF,LANY,0HiwsXForePsWdIZW6EEkK,12153873361,0.575,0.46,1,-6.839,1,0.182,0.0988,0,0.227,0.462,95.952,203650,4,spotify:track:15ahYSiHAIMxAnujlXVtta,https://api.spotify.com/v1/audio-analysis/15ahYSiHAIMxAnujlXVtta,Ma Adelle Gia Arbo,33,Jamie Foxx,"contemporary r&b,hip hop,hip pop,neo soul,pop rap,r&b,southern hip hop,urban contemporary",7LnaAXbDVIL75IVPnndf7w,69,892871,2019
84,84,The Few Things (With Charlotte Lawrence),7BdXiDH2bPhBuPP2jTwRZB,0.62,JP Saxe,JP Saxe feat. Charlotte Lawrence,66W9LaWS0DPdL7Sz8iYGYe,The Few Things (With Charlotte Lawrence),1UTQg1Y9DUJQGZQOICLCv1,12153873361,0.536,0.426,7,-10.446,1,0.123,0.64,5.88E-06,0.147,0.375,135.872,211567,4,spotify:track:7BdXiDH2bPhBuPP2jTwRZB,https://api.spotify.com/v1/audio-analysis/7BdXiDH2bPhBuPP2jTwRZB,Ma Adelle Gia Arbo,33,Eraserheads,"opm,pinoy reggae,pinoy rock",7374lH6kwx9uQATYQ9H3Cp,64,2305674,2019
85,85,Now You're Gone (feat. Zara Larsson),2oVoSgGAlog02WQ2pLCxcT,0.55,Tom Walker,Tom Walker feat. Zara Larsson,7z2avKuuiMAT4XZJFv8Rvh,What a Time To Be Alive,3Qa0qW4ged1J4HGeLXbFsC,12153873361,0.644,0.721,9,-8.495,0,0.431,0.629,7.52E-05,0.146,0.233,101.503,212142,4,spotify:track:2oVoSgGAlog02WQ2pLCxcT,https://api.spotify.com/v1/audio-analysis/2oVoSgGAlog02WQ2pLCxcT,Ma Adelle Gia Arbo,33,Ella Fitzgerald,"adult standards,jazz blues,swing,vocal jazz",5V0MlUE1Bft0mbLlND7FJz,78,2085085,2019
86,86,Sad Forever,4a5zacCsHLtMC2mcxkqWwn,0,Lauv,Lauv,5JZ7CnR6gTvEMKX4g70Amv,Sad Forever,1kYth2YmXOBSfLKvWIbr12,12153873361,0.527,0.538,5,-7.434,1,0.104,0.468,0,0.0825,0.389,117.319,203507,4,spotify:track:4a5zacCsHLtMC2mcxkqWwn,https://api.spotify.com/v1/audio-analysis/4a5zacCsHLtMC2mcxkqWwn,Ma Adelle Gia Arbo,33,No Rome,indietronica,6auWB5YAlcKaHyrbTH66nd,59,172157,2019
87,87,Someone To You,14BH4qO7pgCmIe6mgLKOK3,0.76,BANNERS,BANNERS,4qWnlmXWuGv2TtuxtIWlJX,Empires On Fire,6ErxPYc0KcJgLzQnpMGsth,12153873361,0.468,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,219800,4,spotify:track:14BH4qO7pgCmIe6mgLKOK3,https://api.spotify.com/v1/audio-analysis/14BH4qO7pgCmIe6mgLKOK3,Ma Adelle Gia Arbo,33,Paolo Santos,opm,33kC1w8s5cXEi1zyJZuqSI,47,150313,2019
88,88,Kills You Slowly,1Pz3QmQFBFuI60rxCQBeW6,0,The Chainsmokers,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,World War Joy...Kills You Slowly,26sv3HCM3uiEK4vzaK2gsQ,12153873361,0.696,0.429,1,-8.736,0,0.0554,0.0518,0,0.128,0.242,149.967,213333,4,spotify:track:1Pz3QmQFBFuI60rxCQBeW6,https://api.spotify.com/v1/audio-analysis/1Pz3QmQFBFuI60rxCQBeW6,Ma Adelle Gia Arbo,33,Mac Miller,"hip hop,pittsburgh rap,rap",4LLpKhyESsyAXpc4laK94U,87,6710697,2019
89,89,If You're Over Me,01k24g94i1JvkFLQmVEdCd,0.59,Years & Years,Years & Years,5vBSrE1xujD2FXYRarbAXc,If You're Over Me,0l3xFNgfm1mT3fLIRsgRtW,12153873361,0.647,0.853,8,-4.516,1,0.0904,0.0615,0,0.062,0.618,103.846,189000,4,spotify:track:01k24g94i1JvkFLQmVEdCd,https://api.spotify.com/v1/audio-analysis/01k24g94i1JvkFLQmVEdCd,Ma Adelle Gia Arbo,33,Rivermaya,"opm,pinoy rock,pop rock",1ZTdxfZTeztyAgKUJVLxAI,59,1275838,2019
90,90,Empty Space,1uru26I2JKd2mQZt0MDCUe,0.67,James Arthur,James Arthur,4IWBUUAFIplrNtaOHcJPRM,Empty Space,2utLlsPJXe11YMuLwH2rf4,12153873361,0.404,0.531,1,-4.328,1,0.103,0.215,0,0.0521,0.321,164.848,214227,4,spotify:track:1uru26I2JKd2mQZt0MDCUe,https://api.spotify.com/v1/audio-analysis/1uru26I2JKd2mQZt0MDCUe,Ma Adelle Gia Arbo,33,Ben&Ben,opm,4DAcJXcjX0zlQAZAPAx4Zb,73,4398048,2019
