,X,tracks,track_id,popularity,artist,artist_full,artist_id,album,album_id,user_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,display_name,user_followers,artist.1,genres,artist_id.1,artist_popularity,artist_followers,year
902,902,Shake It Up,6yz0Jndhv0QjKdpcEMbOjz,0.67,Trippie Redd,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,LIFE'S A TRIP,214f4uAY0p2KgY7Fl4fBgk,cyoxmivcwl83tazeq920z7yoz,0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,116681,4,spotify:track:6yz0Jndhv0QjKdpcEMbOjz,https://api.spotify.com/v1/audio-analysis/6yz0Jndhv0QjKdpcEMbOjz,Eddieandblink,0,Trippie Redd,"melodic rap,rap,trap",6Xgp2XMz1fhVYe7i6yNAax,88,6967082,2018
903,903,This Is America,0b9oOr2ZgvyQu88wzixux9,0.73,Childish Gambino,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,This Is America,7arx9qPJexCsDz67El4qvk,cyoxmivcwl83tazeq920z7yoz,0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,225773,4,spotify:track:0b9oOr2ZgvyQu88wzixux9,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,Eddieandblink,0,Childish Gambino,"atl hip hop,hip hop,pop,pop rap,rap",73sIBHcqh3Z3NyqHKZ7FOL,80,8594349,2018
904,904,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,0.79,Drake,Drake,3TVXtAsR1Inumwj472S9r4,Scorpion,1ATL5GLyefJaxhQzSPVrLX,cyoxmivcwl83tazeq920z7yoz,0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,217925,4,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,Eddieandblink,0,Drake,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",3TVXtAsR1Inumwj472S9r4,98,59431303,2018
905,905,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,0.74,Jay Rock,Jay Rock feat. Kendrick Lamar feat. Future feat. James Blake,28ExwzUQsvgJooOI0X1mr3,"King's Dead (with Kendrick Lamar, Future & James Blake)",1NXM5lF9YB7a3f1e4R48oH,cyoxmivcwl83tazeq920z7yoz,0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,229670,4,spotify:track:51rXHuKN8Loc4sUlKPODgH,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,Eddieandblink,0,Jay Rock,"conscious hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",28ExwzUQsvgJooOI0X1mr3,73,1154054,2018
906,906,End Of Discussion (feat. Lil Wayne),0qFX9pVJQB4lBMxRoFXqGr,0,Rich The Kid,Rich The Kid feat. Lil Wayne,1pPmIToKXyGdsCF6LmqLmI,The World Is Yours,5cyx5207ZDS7ZhmLFiBoUx,cyoxmivcwl83tazeq920z7yoz,0.784,0.58,0,-6.656,1,0.167,0.176,0,0.0979,0.338,76.484,236944,4,spotify:track:0qFX9pVJQB4lBMxRoFXqGr,https://api.spotify.com/v1/audio-analysis/0qFX9pVJQB4lBMxRoFXqGr,Eddieandblink,0,Rich The Kid,"atl hip hop,hip hop,melodic rap,plugg,pop rap,rap,southern hip hop,trap",1pPmIToKXyGdsCF6LmqLmI,75,2731809,2018
907,907,Hail Mary,2zoobJFEB9h15fjYjRd6oP,0.71,2Pac,2Pac,1ZwdS5xdxEREPySFridCfh,Greatest Hits,1WBZyULtlANBKed7Zf9cDP,cyoxmivcwl83tazeq920z7yoz,0.772,0.644,10,-6.318,0,0.265,0.158,4.14E-06,0.366,0.388,82.05,312373,4,spotify:track:2zoobJFEB9h15fjYjRd6oP,https://api.spotify.com/v1/audio-analysis/2zoobJFEB9h15fjYjRd6oP,Eddieandblink,0,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",1ZwdS5xdxEREPySFridCfh,82,11696586,2018
908,908,It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,0.81,Ice Cube,Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,The Predator,71HM1CMYWeZzws8pyiEn46,cyoxmivcwl83tazeq920z7yoz,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,Eddieandblink,0,Ice Cube,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap",3Mcii5XWf6E0lrY3Uky4cA,77,5010868,2018
909,909,I Like It,58q2HKrzhC3ozto2nDdN4z,0.82,Cardi B,Cardi B feat. Bad Bunny feat. J Balvin,4kYSro6naA4h99UJvo89HB,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,cyoxmivcwl83tazeq920z7yoz,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,spotify:track:58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,Eddieandblink,0,Cardi B,"dance pop,pop,pop rap,rap",4kYSro6naA4h99UJvo89HB,86,18688618,2018
910,910,With You,46ymJU8Bt4i3nj91UV1WPk,0.48,Lil Wayne,Lil Wayne feat. Drake,55Aa2cqylxrFIXC767Z865,I Am Not A Human Being,5vfnsOgLqsgmEb3vGyc2FO,cyoxmivcwl83tazeq920z7yoz,0.391,0.467,8,-7.451,1,0.0622,0.762,0,0.242,0.468,150.783,229373,4,spotify:track:46ymJU8Bt4i3nj91UV1WPk,https://api.spotify.com/v1/audio-analysis/46ymJU8Bt4i3nj91UV1WPk,Eddieandblink,0,Lil Wayne,"hip hop,new orleans rap,pop rap,rap,trap",55Aa2cqylxrFIXC767Z865,89,11254697,2018
911,911,Reach for the Stars (feat. Bone Thugs-N-Harmony),5JSNy5kkAxkOqa8RmKOJ1B,0.47,Wiz Khalifa,Wiz Khalifa feat. Bone Thugs-N-Harmony,137W8MRPWKqSmrBGDBFSop,Rolling Papers 2,0YFou4SbS16F4GhSADLDfz,cyoxmivcwl83tazeq920z7yoz,0.736,0.713,1,-6.944,1,0.237,0.336,0,0.111,0.428,148.027,259474,4,spotify:track:5JSNy5kkAxkOqa8RmKOJ1B,https://api.spotify.com/v1/audio-analysis/5JSNy5kkAxkOqa8RmKOJ1B,Eddieandblink,0,Wiz Khalifa,"dance pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",137W8MRPWKqSmrBGDBFSop,86,10290767,2018
912,912,Deuces (feat. Tyga & Kevin McCall),3QkXEz9TxApuk1JpDmeWnS,0,Chris Brown,Chris Brown feat. Tyga feat. Kevin McCall,7bXgB6jMjp9ATFy66eO08Z,Deuces featuring Tyga & Kevin McCall,3pORIbXJiTlG5QbktnpOiy,cyoxmivcwl83tazeq920z7yoz,0.644,0.739,1,-5.103,1,0.137,0.0311,0,0.0772,0.231,74.154,277013,4,spotify:track:3QkXEz9TxApuk1JpDmeWnS,https://api.spotify.com/v1/audio-analysis/3QkXEz9TxApuk1JpDmeWnS,Eddieandblink,0,Chris Brown,"dance pop,pop,pop rap,r&b,rap",7bXgB6jMjp9ATFy66eO08Z,90,14972154,2018
913,913,You Know How We Do It,2Ih217RCGAmyQR68Nn7Cqo,0.8,Ice Cube,Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,Lethal Injection,7JlCbNWZszAdVKZdtHFQ5p,cyoxmivcwl83tazeq920z7yoz,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,https://api.spotify.com/v1/audio-analysis/2Ih217RCGAmyQR68Nn7Cqo,Eddieandblink,0,Ice Cube,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap",3Mcii5XWf6E0lrY3Uky4cA,77,5010868,2018
914,914,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2aIdVb8v9KTpEZnftkz2mD,0.08,T-Pain,T-Pain feat. Yung Joc,3aQeKQSyrW4qWr35idm0cy,Epiphany,44Z1ZEmOyois0QoAgfUxrD,cyoxmivcwl83tazeq920z7yoz,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,227960,4,spotify:track:2aIdVb8v9KTpEZnftkz2mD,https://api.spotify.com/v1/audio-analysis/2aIdVb8v9KTpEZnftkz2mD,Eddieandblink,0,T-Pain,"dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,urban contemporary",3aQeKQSyrW4qWr35idm0cy,80,3572594,2018
915,915,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",0exb0K7vsjf5bXWLJJhAuF,0.64,Plies,Plies feat. Ne-Yo,3jksrX4oBklxR78ft8gv3j,Definition of Real,4XYeXtHzp0x7wzgUyasKBA,cyoxmivcwl83tazeq920z7yoz,0.648,0.801,5,-7.24,0,0.167,0.154,0,0.339,0.807,78.946,240760,4,spotify:track:0exb0K7vsjf5bXWLJJhAuF,https://api.spotify.com/v1/audio-analysis/0exb0K7vsjf5bXWLJJhAuF,Eddieandblink,0,Plies,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",3jksrX4oBklxR78ft8gv3j,67,1449137,2018
916,916,Shorty Wanna Be A Thug,5Ouls5XwT44AtEN17NxEqv,0,2Pac,2Pac,1ZwdS5xdxEREPySFridCfh,All Eyez On Me,7vwU5cQW3RZ4XrJaglir2x,cyoxmivcwl83tazeq920z7yoz,0.807,0.717,4,-3.775,0,0.0332,0.00488,1.43E-05,0.186,0.371,90.02,231653,4,spotify:track:5Ouls5XwT44AtEN17NxEqv,https://api.spotify.com/v1/audio-analysis/5Ouls5XwT44AtEN17NxEqv,Eddieandblink,0,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",1ZwdS5xdxEREPySFridCfh,82,11696586,2018
917,917,We Can Freak It,2OCTC6cPRdI3Dvdb25jRDC,0.58,Kurupt,Kurupt,6NyJIFHAePjHR1pFxwisqz,Kuruption!,4dSH1oNZoziNjKAanUimWd,cyoxmivcwl83tazeq920z7yoz,0.784,0.576,10,-8.171,0,0.157,0.00588,0,0.332,0.582,99.05,250040,4,spotify:track:2OCTC6cPRdI3Dvdb25jRDC,https://api.spotify.com/v1/audio-analysis/2OCTC6cPRdI3Dvdb25jRDC,Eddieandblink,0,Kurupt,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap,west coast trap",6NyJIFHAePjHR1pFxwisqz,66,500676,2018
918,918,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,0.74,Young Thug,Young Thug feat. Future,50co4Is1HCEo8bhOyUWKpn,Beautiful Thugger Girls,51KZKzPd3OQT1r46a55VTt,cyoxmivcwl83tazeq920z7yoz,0.842,0.597,2,-6.336,1,0.0627,0.00252,0,0.124,0.298,145.992,215307,4,spotify:track:25oOaleife6E2MIKmFkPvg,https://api.spotify.com/v1/audio-analysis/25oOaleife6E2MIKmFkPvg,Eddieandblink,0,Young Thug,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap",50co4Is1HCEo8bhOyUWKpn,90,6792399,2018
919,919,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,0.76,Miguel,Miguel feat. Travis Scott,360IAlyVv4PCEVjgyMZrxK,War & Leisure,05LEST8E8mkEIl2LRfUkcI,cyoxmivcwl83tazeq920z7yoz,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,spotify:track:5WoaF1B5XIEnWfmb5NZikf,https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf,Eddieandblink,0,Miguel,"dance pop,pop,r&b,urban contemporary",360IAlyVv4PCEVjgyMZrxK,80,3762665,2018
920,920,God's Plan,2XW4DbS6NddZxRPm5rMCeY,0.01,Drake,Drake,3TVXtAsR1Inumwj472S9r4,Scary Hours,1r0DOIO0iC0bGpMtWRFdde,cyoxmivcwl83tazeq920z7yoz,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67E-05,0.558,0.373,77.176,198960,4,spotify:track:2XW4DbS6NddZxRPm5rMCeY,https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY,Eddieandblink,0,Drake,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",3TVXtAsR1Inumwj472S9r4,98,59431303,2018
921,921,I Wanna Love You,4xAk8Lw82G3YoVSOdVAsBx,0.68,Akon,Akon feat. Snoop Dogg,0z4gvV4rjIZ9wHck67ucSV,Konvicted,1cyN1SDx8uo2lBzelYG3qb,cyoxmivcwl83tazeq920z7yoz,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,247067,4,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,https://api.spotify.com/v1/audio-analysis/4xAk8Lw82G3YoVSOdVAsBx,Eddieandblink,0,Akon,dance pop,0z4gvV4rjIZ9wHck67ucSV,82,2964322,2018
922,922,Real Muthaphuckkin G's,7q6lr1W6cmGWijl5kCv5RG,0.49,Eazy-E,Eazy-E,7B4hKK0S9QYnaoqa9OuwgX,It's On (Dr. Dre) 187um Killa,1SZNTl621XOcjFwOKtVy56,cyoxmivcwl83tazeq920z7yoz,0.735,0.797,11,-4.611,0,0.285,0.0174,0,0.62,0.731,170.444,332627,4,spotify:track:7q6lr1W6cmGWijl5kCv5RG,https://api.spotify.com/v1/audio-analysis/7q6lr1W6cmGWijl5kCv5RG,Eddieandblink,0,Eazy-E,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap",7B4hKK0S9QYnaoqa9OuwgX,66,3506106,2018
923,923,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.84,Kendrick Lamar,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,4eLPsYPBmXABThSJ821sqY,cyoxmivcwl83tazeq920z7yoz,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,Eddieandblink,0,Kendrick Lamar,"conscious hip hop,hip hop,rap,west coast rap",2YZyLoL8N0Wb9xBt1NhZWg,89,18882195,2018
924,924,I Got 5 On It,4IYKjN1DrYzxKXt0umJqsG,0.76,Luniz,Luniz feat. Michael Marshall,3z3g65U7mmyyBmmDfsQK9x,Operation Stackola,5pMShIZc6oWiEtcQvXsKfb,cyoxmivcwl83tazeq920z7yoz,0.6,0.706,10,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,253533,4,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,Eddieandblink,0,Luniz,"g funk,gangster rap,hyphy,oakland hip hop,west coast rap",3z3g65U7mmyyBmmDfsQK9x,61,217655,2018
925,925,Regulate,4uIKHABS2ixy0AW0Y31rj4,0.41,Warren G,Warren G feat. Nate Dogg,2B4ZHz4QDWJTXPFPgO5peE,Regulate...G Funk Era (20th Anniversary),6SaKWgfQSk31X0OMLkt1hU,cyoxmivcwl83tazeq920z7yoz,0.858,0.583,11,-10.921,0,0.218,0.323,1.08E-06,0.113,0.755,95.285,248867,4,spotify:track:4uIKHABS2ixy0AW0Y31rj4,https://api.spotify.com/v1/audio-analysis/4uIKHABS2ixy0AW0Y31rj4,Eddieandblink,0,Warren G,"g funk,gangster rap,hardcore hip hop,hip hop,pop rap,rap,west coast rap",2B4ZHz4QDWJTXPFPgO5peE,67,1703798,2018
926,926,Still D.R.E.,503OTo2dSqe7qk76rgsbep,0.83,Dr. Dre,Dr. Dre feat. Snoop Dogg,6DPYiyq5kWVQS4RGwxzPC7,2001,7q2B4M5EiBkqrlsNW8lB7N,cyoxmivcwl83tazeq920z7yoz,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,Eddieandblink,0,Dr. Dre,"g funk,gangster rap,hip hop,rap,west coast rap",6DPYiyq5kWVQS4RGwxzPC7,81,6245828,2018
927,927,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,0.78,Migos,Migos feat. Drake,6oMuImdp5ZcFhWP0ESe6mG,Culture II,7fd7SEK25VS3gJAUgSwL6y,cyoxmivcwl83tazeq920z7yoz,0.907,0.633,2,-5.145,1,0.184,0.0876,2.60E-06,0.106,0.395,145.914,276147,4,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,Eddieandblink,0,Migos,"atl hip hop,pop rap,rap,trap",6oMuImdp5ZcFhWP0ESe6mG,82,11971263,2018
928,928,Nightmares Of The Bottom,3Tb8evphzQfsqXK9yS5noh,0.56,Lil Wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,Tha Carter IV,1MGEMBqM3v8OUM2glv7MSx,cyoxmivcwl83tazeq920z7yoz,0.81,0.577,8,-6.142,1,0.149,0.00953,3.48E-06,0.0838,0.408,140.065,281080,4,spotify:track:3Tb8evphzQfsqXK9yS5noh,https://api.spotify.com/v1/audio-analysis/3Tb8evphzQfsqXK9yS5noh,Eddieandblink,0,Lil Wayne,"hip hop,new orleans rap,pop rap,rap,trap",55Aa2cqylxrFIXC767Z865,89,11254697,2018
929,929,Staring Through My Rear View (feat. Dwele),3JoqtFCCYiRrCNpXIKppGw,0,2Pac,2Pac feat. Dwele,1ZwdS5xdxEREPySFridCfh,Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes),5y1YRK4BJCQWKLHr9gcUMK,cyoxmivcwl83tazeq920z7yoz,0.785,0.86,1,-6.228,1,0.158,0.14,7.79E-06,0.107,0.78,97.893,255160,4,spotify:track:3JoqtFCCYiRrCNpXIKppGw,https://api.spotify.com/v1/audio-analysis/3JoqtFCCYiRrCNpXIKppGw,Eddieandblink,0,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",1ZwdS5xdxEREPySFridCfh,82,11696586,2018
930,930,Dear Mama,6tDxrq4FxEL2q15y37tXT9,0.73,2Pac,2Pac,1ZwdS5xdxEREPySFridCfh,Me Against The World,3OrucS4sHv6Bl9GS4rafEk,cyoxmivcwl83tazeq920z7yoz,0.773,0.54,6,-7.123,1,0.103,0.371,0,0.131,0.322,84.115,280000,4,spotify:track:6tDxrq4FxEL2q15y37tXT9,https://api.spotify.com/v1/audio-analysis/6tDxrq4FxEL2q15y37tXT9,Eddieandblink,0,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",1ZwdS5xdxEREPySFridCfh,82,11696586,2018
931,931,Gin And Juice (feat. Dat Nigga Daz),0WKYRFtH6KKbaNWjsxqm70,0.01,Snoop Dogg,Snoop Dogg feat. Daz Dillinger,7hJcb9fa4alzcOq3EaNPoG,Doggystyle,7f9KDGqY7X2VLBM5aA66KM,cyoxmivcwl83tazeq920z7yoz,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493,4,spotify:track:0WKYRFtH6KKbaNWjsxqm70,https://api.spotify.com/v1/audio-analysis/0WKYRFtH6KKbaNWjsxqm70,Eddieandblink,0,Snoop Dogg,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",7hJcb9fa4alzcOq3EaNPoG,85,7502673,2018
932,932,Confessions Part II,7wBThXx7BGZHJJ3aN3OPvv,0.69,Usher,Usher,23zg3TcAtWQy7J6upgbUnj,Confessions (Expanded Edition),1RM6MGv6bcl6NrAG8PGoZk,cyoxmivcwl83tazeq920z7yoz,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,211200,4,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,https://api.spotify.com/v1/audio-analysis/7wBThXx7BGZHJJ3aN3OPvv,Eddieandblink,0,Usher,"atl hip hop,contemporary r&b,dance pop,pop,r&b,south carolina hip hop,urban contemporary",23zg3TcAtWQy7J6upgbUnj,82,9259898,2018
933,933,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,0.74,Kanye West,Kanye West feat. Lil Pump,5K4W6rqBFWDnAN6FQUkS6x,I Love It,185Tm1g5U7eMOrm3m9SQUh,cyoxmivcwl83tazeq920z7yoz,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4,spotify:track:4S8d14HvHb70ImctNgVzQQ,https://api.spotify.com/v1/audio-analysis/4S8d14HvHb70ImctNgVzQQ,Eddieandblink,0,Kanye West,"chicago rap,rap",5K4W6rqBFWDnAN6FQUkS6x,94,15872725,2018
934,934,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.8,Bruno Mars,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,24K Magic,4PgleR09JVnm3zY1fW3XBA,cyoxmivcwl83tazeq920z7yoz,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,Eddieandblink,0,Bruno Mars,"dance pop,pop",0du5cEVh5yTK9QJze8zA0C,92,36260486,2018
935,935,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,0.83,Eminem,Eminem feat. Rihanna,7dGJo4pcD2V6oG8kP0tJRR,Recovery,47BiFcV59TQi2s9SkBo2pb,cyoxmivcwl83tazeq920z7yoz,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373,4,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,Eddieandblink,0,Eminem,"detroit hip hop,hip hop,rap",7dGJo4pcD2V6oG8kP0tJRR,93,50267594,2018
936,936,Gimmie That Nutt,4cPhuLaWqn0TZCs71wSk6s,0.54,Eazy-E,Eazy-E,7B4hKK0S9QYnaoqa9OuwgX,It's On (Dr. Dre) 187um Killa,1SZNTl621XOcjFwOKtVy56,cyoxmivcwl83tazeq920z7yoz,0.947,0.854,7,-5.028,1,0.216,0.0117,0.000116,0.161,0.775,104.076,175240,4,spotify:track:4cPhuLaWqn0TZCs71wSk6s,https://api.spotify.com/v1/audio-analysis/4cPhuLaWqn0TZCs71wSk6s,Eddieandblink,0,Eazy-E,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap",7B4hKK0S9QYnaoqa9OuwgX,66,3506106,2018
937,937,Back To The Hotel,47ukoPgAExwBp64F2gQlv2,0.6,N2DEEP,N2DEEP,7zgtJuRm0JcJpPQRjCgXT7,Back To The Hotel,05zhmTMHkdBVqYF9zwJN9y,cyoxmivcwl83tazeq920z7yoz,0.69,0.38,9,-12.845,1,0.0609,0.000168,0.000533,0.136,0.305,201.697,304280,4,spotify:track:47ukoPgAExwBp64F2gQlv2,https://api.spotify.com/v1/audio-analysis/47ukoPgAExwBp64F2gQlv2,Eddieandblink,0,N2DEEP,"chicano rap,gangster rap,west coast rap",7zgtJuRm0JcJpPQRjCgXT7,45,29450,2018
938,938,Champion,7hNx9Dynz2fRO41L9AEVA8,0,Kanye West,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Graduation,3SZr5Pco2oqKFORCP3WNj9,cyoxmivcwl83tazeq920z7yoz,0.481,0.505,3,-8.19,0,0.296,0.00315,0,0.67,0.765,98.331,167600,4,spotify:track:7hNx9Dynz2fRO41L9AEVA8,https://api.spotify.com/v1/audio-analysis/7hNx9Dynz2fRO41L9AEVA8,Eddieandblink,0,Kanye West,"chicago rap,rap",5K4W6rqBFWDnAN6FQUkS6x,94,15872725,2018
939,939,How We Do,4PmMVdIFpJTB9WQbmILf4p,0.76,The Game,The Game feat. 50 Cent,0NbfKEOTQCcwd6o7wSDOHI,The Documentary,4PrPbmm0gKvaD3rerOXFg8,cyoxmivcwl83tazeq920z7yoz,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,235533,4,spotify:track:4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/audio-analysis/4PmMVdIFpJTB9WQbmILf4p,Eddieandblink,0,The Game,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0NbfKEOTQCcwd6o7wSDOHI,75,3687144,2018
940,940,So Many Tears,0NzNKU2MJ9LCetT2uZMJH2,0.65,2Pac,2Pac,1ZwdS5xdxEREPySFridCfh,Me Against The World,3OrucS4sHv6Bl9GS4rafEk,cyoxmivcwl83tazeq920z7yoz,0.899,0.6,1,-7.451,1,0.154,0.0184,1.68E-05,0.0725,0.586,92.717,239227,4,spotify:track:0NzNKU2MJ9LCetT2uZMJH2,https://api.spotify.com/v1/audio-analysis/0NzNKU2MJ9LCetT2uZMJH2,Eddieandblink,0,2Pac,"g funk,gangster rap,hip hop,rap,west coast rap",1ZwdS5xdxEREPySFridCfh,82,11696586,2018
941,941,On A Sunday Afternoon,0RqjLvqgoncsPR3ahEPQES,0.42,Lighter Shade Of Brown,Lighter Shade Of Brown,7AyywyUcQP99oit737gZK2,Brown & Proud,4qCJuoG0JpvpoQzCxlwOTx,cyoxmivcwl83tazeq920z7yoz,0.818,0.597,1,-9.389,1,0.247,0.153,0,0.339,0.882,94.835,227440,4,spotify:track:0RqjLvqgoncsPR3ahEPQES,https://api.spotify.com/v1/audio-analysis/0RqjLvqgoncsPR3ahEPQES,Eddieandblink,0,Lighter Shade Of Brown,"chicano rap,gangster rap,latin hip hop",7AyywyUcQP99oit737gZK2,46,52124,2018
942,942,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.77,Khalid,Khalid feat. Normani,6LuN9FCkKOj5PcnpouEgny,Love Lies (with Normani),4CEAev7neETRdqBFtzA8B9,cyoxmivcwl83tazeq920z7yoz,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,4,spotify:track:45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,Eddieandblink,0,Khalid,"pop,pop r&b",6LuN9FCkKOj5PcnpouEgny,89,14663516,2018
943,943,Creep n Crawl,5ljwNXx1pZOrOEosQsjSfh,0.46,Eazy-E,Eazy-E,7B4hKK0S9QYnaoqa9OuwgX,Str8 off Tha Streetz of Muthaphukkin Compton,57q7XUCfH3DU0J9sohwaDJ,cyoxmivcwl83tazeq920z7yoz,0.878,0.555,1,-6.505,1,0.0498,0.00112,0.0016,0.232,0.247,81.939,251347,4,spotify:track:5ljwNXx1pZOrOEosQsjSfh,https://api.spotify.com/v1/audio-analysis/5ljwNXx1pZOrOEosQsjSfh,Eddieandblink,0,Eazy-E,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap",7B4hKK0S9QYnaoqa9OuwgX,66,3506106,2018
